r,g,b,lang_code,human_raw,human_norm
31,255,0,en,bright green,bright green
255,245,0,en,yellow,yellow
255,0,175,en,pink,pink
255,0,34,en,red,red
255,0,111,en,mauve,mauve
78,255,0,en,lime green,lime
255,230,0,en,yellow,yellow
255,92,0,en,red orange,red orange
255,131,0,en,orange,orange
255,0,64,en,red,red
255,0,155,en,hot pink,hot pink
206,0,255,en,pink,pink
255,0,248,en,pink,pink
255,193,0,en,ochre,ochre
207,255,0,en,pale green,pale green
255,0,43,en,red,red
255,31,0,en,red,red
255,0,215,en,fuschia,fuschia
255,100,0,en,orange,orange
255,0,85,en,red,red
51,255,0,en,green,green
255,233,0,en,yellow,yellow
255,0,186,en,hot pink,hot pink
255,0,135,en,fuschia,fuschia
255,130,0,en,orange,orange
255,155,0,en,orange,orange
183,255,0,en,pale green,pale green
255,249,0,en,yelloe,yelloe
98,0,255,en,violet,violet
255,5,0,en,red,red
194,0,255,en,purple,purple
81,0,255,en,blue,blue
255,86,0,en,orange,orange
255,0,131,en,pink,pink
255,245,0,en,yellow,yellow
168,255,0,en,grreen,grreen
255,0,139,en,pink,pink
99,0,255,en,purple,purple
255,0,183,en,fuchsia,fuchsia
255,254,0,en,yellow,yellow
255,31,0,en,red,red
255,122,0,en,orange,orange
189,255,0,en,yellow,yellow
255,0,150,en,fuchsia,fuchsia
255,0,54,en,red,red
255,154,0,en,orange,orange
255,227,0,en,yellow,yellow
4,255,0,en,green,green
255,0,106,en,fuchsia,fuchsia
227,0,255,en,purple,purple
255,0,33,en,red,red
255,0,229,en,fuchsia,fuchsia
36,0,255,en,blue,blue
163,0,255,en,purple,purple
255,197,0,en,gold,gold
129,255,0,en,lime,lime
255,111,0,en,orange,orange
219,255,0,en,mustard,mustard
255,0,242,en,pinkish purple,pinkish purple
255,0,102,en,rose pink,rose
170,255,0,en,yellow green lime,yellow green lime
255,30,0,en,red,red
248,0,255,en,pinkish purple,pinkish purple
255,136,0,en,orange,orange
255,0,191,en,pink,pink
127,0,255,en,purple blue,purple blue
255,0,59,en,rose pink,rose
255,219,0,en,dirty yellow,dirty yellow
255,86,0,en,darker orange,darker orange
255,0,9,en,red,red
255,0,134,en,pink,pink
255,244,0,en,yellow,yellow
255,0,152,en,pink,pink
255,200,0,en,yellow,yellow
176,0,255,en,purple,purple
78,255,0,en,green,green
255,159,0,en,dark yellow orange,dark yellow orange
83,255,0,en,lime,lime
255,0,86,en,magenta,magenta
237,0,255,en,purple,purple
255,102,0,en,orange,orange
255,0,222,en,pink,pink
220,255,0,en,yellow,yellow
255,0,63,en,red,red
255,136,0,en,orange,orange
255,202,0,en,gold,gold
255,116,0,en,orange,orange
209,0,255,en,violet,violet
160,255,0,en,bright chartruse,bright chartruse
148,0,255,en,purple,purple
255,0,41,en,red,red
255,0,219,en,hot pink,hot pink
81,0,255,en,deep violet,deep violet
255,0,165,en,hot pink,hot pink
209,255,0,en,greenish yellow,greenish yellow
72,255,0,en,yellowish green,yellowish green
255,0,62,en,red,red
227,0,255,en,magenta,magenta
255,0,128,en,pink red,pink red
255,242,0,en,yellow,yellow
255,0,86,en,deep coral,deep coral
255,246,0,en,yellow,yellow
255,209,0,en,orange yellow,orange yellow
255,53,0,en,orange red,orange-red
255,134,0,en,orange,orange
255,153,0,en,light orange,light orange
255,0,199,en,hot pink,hot pink
136,255,0,en,lime green,lime
255,164,0,en,orange,orange
255,0,192,en,magenta,magenta
224,255,0,en,yellow,yellow
255,57,0,en,red,red
195,0,255,en,purple,purple
255,139,0,en,orange,orange
255,0,103,en,magenta,magenta
255,184,0,en,yellow ochre,yellow ochre
255,93,0,en,orange,orange
255,0,132,en,hot pink,hot pink
225,0,255,en,purple,purple
255,0,73,en,burgundy,burgundy
255,0,160,en,pink,pink
92,255,0,en,lime green,lime
136,0,255,en,purple,purple
255,238,0,en,yellow,yellow
255,0,23,en,red,red
248,255,0,en,yellow,yellow
255,0,235,en,magenta,magenta
255,0,92,en,raspberry,raspberry
255,170,0,en,orange,orange
245,255,0,en,yellow,yellow
255,108,0,en,dark orange,dark orange
209,255,0,en,lime green,lime
255,201,0,en,orange,orange
255,0,185,en,fusia,fusia
197,0,255,en,purple,purple
255,0,68,en,red,red
56,0,255,en,blue,blue
247,0,255,en,fusia,fusia
255,0,244,en,fusia,fusia
255,230,0,en,yellow,yellow
255,37,0,en,red,red
121,0,255,en,purple,purple
255,0,44,en,red,red
255,0,165,en,fusia,fusia
255,134,0,en,orange,orange
138,255,0,en,lime,lime
114,255,0,en,lime,lime
255,0,126,en,dark pink,dark pink
255,249,0,en,yellow,yellow
213,255,0,en,dew yellow,dew yellow
255,14,0,en,red,red
41,255,0,en,lime green,lime
220,0,255,en,purple,purple
255,0,196,en,hot pink,hot pink
255,98,0,en,sunrise orange,sunrise orange
255,0,230,en,majenta,majenta
255,135,0,en,orange,orange
169,0,255,en,purple,purple
255,0,42,en,red,red
255,0,215,en,pink,pink
140,255,0,en,green,green
255,74,0,en,red,red
255,158,0,en,orange,orange
247,0,255,en,pink purple,pink purple
255,0,136,en,pink,pink
255,0,81,en,red,red
200,255,0,en,lime green,lime
19,0,255,en,blue,blue
255,242,0,en,yellow,yellow
255,254,0,en,yellow,yellow
255,87,0,en,orange,orange
107,255,0,en,green,green
144,0,255,en,purple,purple
255,0,162,en,pink,pink
255,0,49,en,red,red
255,0,209,en,pink,pink
255,193,0,en,mustard,mustard
255,98,0,en,orange,orange
144,255,0,en,lime green,lime
255,0,3,en,red,red
255,0,53,en,maroon,maroon
255,123,0,en,light orange,light orange
255,0,92,en,violet,violet
255,28,0,en,red orange,red orange
255,0,20,en,red,red
184,255,0,en,greenyellow,green-yellow
217,255,0,en,greenyellow,green-yellow
185,0,255,en,purple,purple
255,28,0,en,red,red
255,176,0,en,orange,orange
255,197,0,en,orange,orange
255,0,200,en,pink,pink
255,134,0,en,orange,orange
255,254,0,en,yellow,yellow
255,0,105,en,redpink,redpink
120,0,255,en,purpleblue,purpleblue
255,215,0,en,orange,orange
255,0,172,en,pink,pink
97,255,0,en,green,green
255,118,0,en,orange,orange
255,0,245,en,pink,pink
255,0,116,en,redpink,redpink
234,0,255,en,purplepink,purplepink
255,0,72,en,red,red
73,255,0,en,lime green,lime
255,0,227,en,magenta,magenta
255,0,57,en,red,red
255,242,0,en,yellow,yellow
255,198,0,en,goldenrod,goldenrod
255,67,0,en,orange,orange
255,148,0,en,ochre,ochre
255,0,139,en,magenta,magenta
255,244,0,en,mustard yellow,mustard
255,117,0,en,brick orange,brick orange
110,0,255,en,colonial blue,colonial blue
221,0,255,en,violet,violet
127,0,255,en,violet,violet
255,0,154,en,magenta,magenta
67,0,255,en,indigo,indigo
255,0,140,en,fuchsia,fuchsia
255,61,0,en,dark orange,dark orange
255,0,89,en,magenta,magenta
255,251,0,en,bright yellow,bright yellow
255,0,33,en,red,red
255,0,205,en,fuchsia,fuchsia
207,0,255,en,purple,purple
255,0,219,en,hot pink,hot pink
255,203,0,en,golden yellow,golden yellow
255,98,0,en,orange,orange
255,180,0,en,yellow orange,yellow orange
255,0,72,en,crimson,crimson
255,122,0,en,orange,orange
255,217,0,en,golden yellow,golden yellow
219,0,255,en,light purple,light purple
149,255,0,en,lime green,lime
87,255,0,en,bright green,bright green
191,255,0,en,yellow green,yellow green
255,0,255,en,purple,purple
66,0,255,en,blue,blue
255,0,141,en,pink,pink
255,56,0,en,orange,orange
255,241,0,en,yellow,yellow
255,0,46,en,red,red
255,253,0,en,yellow,yellow
218,255,0,en,green,green
255,175,0,en,orange,orange
123,0,255,en,purple,purple
255,0,239,en,pink,pink
255,0,86,en,red,red
255,0,157,en,pink,pink
255,90,0,en,orange,orange
255,0,37,en,red,red
255,145,0,en,dark yellow,dark yellow
255,174,0,en,yellow,yellow
164,255,0,en,neon yellow,neon yellow
255,0,206,en,pink,pink
94,255,0,en,neon green,neon green
123,0,255,en,purple,purple
255,0,64,en,red,red
45,0,255,en,deep blue,deep blue
217,255,0,en,neon yellow,neon yellow
255,0,143,en,pink,pink
250,255,0,en,yellow,yellow
255,186,0,en,dirty yellow,dirty yellow
233,0,255,en,purple,purple
203,0,255,en,purple,purple
255,57,0,en,orange red,orange-red
255,0,125,en,pink,pink
255,0,239,en,purple,purple
255,0,97,en,pink,pink
255,232,0,en,yellow,yellow
255,0,178,en,pink,pink
255,0,231,en,neon pink,neon pink
239,0,255,en,magenta,magenta
162,255,0,en,gum green,gum green
255,249,0,en,yellow,yellow
255,0,80,en,red pink,red pink
255,0,132,en,bright pink,bright pink
198,0,255,en,neon purple,neon purple
255,65,0,en,orange,orange
255,0,17,en,red,red
255,0,97,en,pink,pink
255,0,48,en,red,red
255,87,0,en,orange,orange
176,0,255,en,purple,purple
255,255,0,en,yellow,yellow
41,0,255,en,electric blue,electric blue
255,0,167,en,electric pink,electric pink
255,0,50,en,crismon,crismon
255,0,217,en,pink,pink
255,0,255,en,bright pink,bright pink
255,185,0,en,yellow orange,yellow orange
124,255,0,en,bright green,bright green
114,255,0,en,neon green,neon green
119,0,255,en,neon purple,neon purple
255,0,107,en,pink,pink
221,255,0,en,greenish yellow,greenish yellow
255,80,0,en,orangy red,orangy red
255,0,119,en,rose pink,rose
255,142,0,en,dark orange,dark orange
255,240,0,en,sun yellow,sun yellow
255,161,0,en,light orange,light orange
67,0,255,en,blue,blue
222,255,0,en,yellow,yellow
255,142,0,en,orange,orange
255,96,0,en,red organge,red organge
180,255,0,en,yellow green,yellow green
163,0,255,en,bright purple,bright purple
255,219,0,en,yellow orange,yellow orange
255,156,0,en,orange,orange
39,255,0,en,bright green,bright green
227,255,0,en,chartreuse,chartreuse
255,173,0,en,light orange,light orange
96,255,0,en,kelly green,kelly green
91,0,255,en,purple,purple
255,0,238,en,fuschia,fuschia
255,0,100,en,bright red,bright red
255,108,0,en,orange,orange
255,37,0,en,red,red
255,137,0,en,orange,orange
255,0,4,en,red,red
180,0,255,en,purple,purple
255,213,0,en,yellow,yellow
255,0,161,en,hot pink,hot pink
255,193,0,en,mustard yellow,mustard
229,0,255,en,fuschia,fuschia
251,255,0,en,yellow,yellow
255,0,194,en,pink,pink
133,0,255,en,purple,purple
255,0,51,en,red,red
255,251,0,en,yellow,yellow
225,0,255,en,purple,purple
255,236,0,en,yellow,yellow
174,0,255,en,purple,purple
156,0,255,en,purple,purple
127,255,0,en,green,green
255,166,0,en,orange,orange
255,0,174,en,purple,purple
255,0,129,en,pink,pink
255,135,0,en,orange,orange
255,0,44,en,red,red
255,0,63,en,pink,pink
255,0,239,en,purple,purple
255,95,0,en,orange,orange
255,78,0,en,red,red
178,255,0,en,green,green
255,0,198,en,pink,pink
227,255,0,en,yellow,yellow
255,0,111,en,pink,pink
255,185,0,en,orange,orange
255,61,0,en,red,red
58,0,255,en,royal blue,royal blue
255,0,146,en,fuscia,fuscia
167,255,0,en,lime green,lime
255,128,0,en,orange,orange
255,0,244,en,magenta,magenta
180,255,0,en,yellow green,yellow green
255,0,192,en,fuchsia,fuchsia
255,162,0,en,orange,orange
255,66,0,en,red,red
255,97,0,en,orange red,orange-red
255,241,0,en,yellow,yellow
219,0,255,en,purple,purple
208,0,255,en,lavender,lavender
255,113,0,en,burnt orange,burnt orange
66,255,0,en,neon green,neon green
255,29,0,en,brick red,brick red
255,0,240,en,purple,purple
255,0,112,en,coral,coral
255,0,180,en,dark pinl,dark pinl
90,0,255,en,sea blue,sea blue
255,0,28,en,brick,brick
238,255,0,en,bananna,bananna
255,226,0,en,mustard,mustard
94,0,255,en,blue,blue
225,255,0,en,yellow,yellow
255,0,169,en,light purple,light purple
255,0,101,en,coral,coral
255,0,52,en,orange red,orange-red
232,0,255,en,lavender,lavender
255,132,0,en,orange,orange
255,190,0,en,mustard,mustard
255,168,0,en,burnt sand,burnt sand
167,255,0,en,banana green,banana green
255,0,118,en,dark pink,dark pink
187,0,255,en,purple,purple
131,0,255,en,dark purple,dark purple
255,0,186,en,pink,pink
159,255,0,en,green,green
255,0,241,en,purple,purple
255,0,155,en,pink,pink
217,255,0,en,yellow,yellow
122,255,0,en,green,green
255,0,248,en,purple,purple
255,102,0,en,orange,orange
255,0,109,en,pink,pink
255,123,0,en,orange,orange
255,76,0,en,orange red,orange-red
255,0,139,en,pink,pink
183,255,0,en,yellow green,yellow green
219,0,255,en,magenta,magenta
250,255,0,en,yellow,yellow
174,0,255,en,purple (bright),purple (bright)
255,193,0,en,yellow (almost mustard),yellow (almost mustard)
255,0,213,en,pink (bright),pink (bright)
255,167,0,en,goldenrod,goldenrod
123,255,0,en,green (bright/light),green (brightlight)
255,0,16,en,red,red
255,101,0,en,orange,orange
255,0,80,en,dark pint,dark pint
255,122,0,en,orange (slightly more yellow),orange (slightly more yellow)
190,255,0,en,yellow green,yellow green
255,0,200,en,pink (a little bright),pink (a little bright)
97,0,255,en,blue (with some purple),blue (with some purple)
255,0,101,en,pink (dark),pink (dark)
255,0,151,en,pink,pink
255,213,0,en,yellow (almost goldenrod),yellow (almost goldenrod)
30,0,255,en,blue,blue
137,255,0,en,green,green
198,0,255,en,purple,purple
136,0,255,en,purple,purple
255,0,103,en,pink,pink
96,255,0,en,green,green
255,43,0,en,red,red
255,0,143,en,pink,pink
255,0,219,en,pink,pink
255,114,0,en,orange,orange
255,0,22,en,red,red
255,121,0,en,orange,orange
255,232,0,en,yellow,yellow
255,0,130,en,pink,pink
255,0,187,en,pink,pink
255,188,0,en,oange,oange
255,0,65,en,red,red
204,255,0,en,green,green
255,169,0,en,orange,orange
248,255,0,en,yellow,yellow
255,0,247,en,pink,pink
255,0,140,en,pink,pink
167,255,0,en,yellow green,yellow green
255,53,0,en,red,red
255,243,0,en,yellow,yellow
60,255,0,en,green,green
255,109,0,en,orange,orange
255,136,0,en,orange,orange
255,163,0,en,orange,orange
255,0,93,en,pink,pink
255,0,16,en,red,red
255,0,178,en,pink,pink
255,232,0,en,yellow,yellow
255,0,170,en,pink,pink
222,0,255,en,purple,purple
192,0,255,en,purple,purple
97,0,255,en,violet,violet
255,0,58,en,red,red
194,255,0,en,yellow,yellow
255,206,0,en,gold,gold
255,0,234,en,pink,pink
255,0,177,en,pink,pink
255,0,64,en,red,red
255,0,41,en,red,red
211,0,255,en,purple,purple
66,0,255,en,blue,blue
255,252,0,en,yellow,yellow
255,191,0,en,orange,orange
255,253,0,en,yellow,yellow
255,0,188,en,fuchsia,fuchsia
147,255,0,en,lime,lime
255,23,0,en,cherry,cherry
169,0,255,en,purple,purple
86,255,0,en,green,green
245,255,0,en,yellow,yellow
255,93,0,en,rust,rust
255,225,0,en,yellow,yellow
255,187,0,en,orange,orange
255,0,235,en,magenta,magenta
115,0,255,en,purple,purple
255,0,68,en,pink,pink
255,163,0,en,mandarin,mandarin
255,0,118,en,magenta,magenta
255,146,0,en,orange,orange
255,27,0,en,red,red
177,255,0,en,green,green
229,255,0,en,yellow,yellow
255,0,197,en,magenta,magenta
253,0,255,en,magenta,magenta
255,0,33,en,red,red
12,0,255,en,blue,blue
255,0,108,en,pink,pink
255,0,251,en,magenta,magenta
134,0,255,en,purple,purple
255,112,0,en,orange,orange
205,255,0,en,lime green,lime
255,189,0,en,yello orange,yello orange
255,242,0,en,yellow,yellow
255,0,103,en,red,red
255,184,0,en,marigold,marigold
255,244,0,en,bright yellow,bright yellow
240,0,255,en,magenta,magenta
255,0,41,en,primary red,primary red
255,52,0,en,red orange,red orange
255,0,225,en,pink,pink
255,127,0,en,orange,orange
184,0,255,en,purple,purple
164,255,0,en,lime green,lime
255,0,196,en,pink,pink
255,0,91,en,coral,coral
196,255,0,en,lime green,lime
255,157,0,en,orange,orange
34,255,0,en,green,green
136,0,255,en,royal blue,royal blue
83,255,0,en,linen green,linen green
255,234,0,en,dandelion,dandelion
255,115,0,en,orange,orange
255,0,175,en,hot pink,hot pink
255,0,140,en,neon pink,neon pink
255,0,68,en,red pink,red pink
255,0,130,en,pink,pink
255,194,0,en,gold,gold
255,0,97,en,pink,pink
255,228,0,en,yellow,yellow
176,255,0,en,lime green,lime
202,0,255,en,purple,purple
255,119,0,en,orange,orange
242,0,255,en,magenta,magenta
255,0,67,en,red,red
255,0,35,en,red,red
255,78,0,en,red orange,red orange
255,167,0,en,orange,orange
255,0,199,en,pink,pink
186,0,255,en,purple,purple
255,121,0,en,orange,orange
255,0,172,en,pink,pink
182,255,0,en,yellow green,yellow green
255,0,183,en,pink,pink
67,0,255,en,royal blue,royal blue
255,51,0,en,red,red
255,0,143,en,pink,pink
231,255,0,en,yellow,yellow
255,0,2,en,red,red
255,0,52,en,dark red,dark red
44,255,0,en,green,green
255,218,0,en,mustard yellow,mustard
255,0,232,en,pink,pink
255,84,0,en,red orange,red orange
252,0,255,en,pink,pink
119,0,255,en,pale purple,pale purple
255,185,0,en,light orange,light orange
223,255,0,en,yellow,yellow
255,172,0,en,orange,orange
255,0,106,en,hot pink,hot pink
255,0,81,en,pink,pink
255,0,22,en,red,red
197,255,0,en,lime,lime
255,176,0,en,yellow,yellow
255,0,132,en,magenta,magenta
255,62,0,en,orange,orange
245,0,255,en,purple,purple
255,252,0,en,yellow,yellow
255,89,0,en,orange,orange
255,209,0,en,yellow,yellow
255,0,185,en,magenta,magenta
255,121,0,en,orange,orange
255,238,0,en,yellow,yellow
168,255,0,en,lime,lime
166,0,255,en,purple,purple
255,0,234,en,purple,purple
100,0,255,en,violet,violet
108,255,0,en,green,green
255,0,49,en,pink,pink
255,0,149,en,purple,purple
255,0,255,en,purple,purple
172,0,255,en,violet,violet
255,0,225,en,pink,pink
255,147,0,en,orange,orange
255,0,178,en,pink,pink
255,0,170,en,pink,pink
255,0,65,en,red,red
141,0,255,en,blue,blue
255,35,0,en,red,red
255,0,23,en,red,red
255,108,0,en,orange,orange
241,255,0,en,yellow,yellow
161,255,0,en,lightgreen,lightgreen
62,0,255,en,blue,blue
211,255,0,en,yellow,yellow
255,205,0,en,orange,orange
255,161,0,en,darkorange,darkorange
255,0,86,en,red,red
255,0,135,en,pink,pink
59,255,0,en,green,green
255,227,0,en,lightorange,lightorange
248,255,0,en,bright yellow,bright yellow
203,0,255,en,purple,purple
250,0,255,en,magenta,magenta
103,0,255,en,violet,violet
255,0,147,en,pink,pink
255,136,0,en,orange,orange
255,0,90,en,red,red
255,198,0,en,yellow orange,yellow orange
185,255,0,en,lime green,lime
61,255,0,en,green,green
255,227,0,en,yellow,yellow
255,172,0,en,orange,orange
255,91,0,en,sunset,sunset
255,0,120,en,deep pink,deep pink
255,47,0,en,red,red
60,0,255,en,blue violet,blue-violet
255,0,185,en,magenta,magenta
255,0,36,en,red,red
255,0,75,en,crimson,crimson
229,255,0,en,greenish yellow,greenish yellow
255,0,224,en,purple,purple
255,0,57,en,red,red
255,0,225,en,pink,pink
255,0,2,en,red,red
230,255,0,en,yellow,yellow
180,255,0,en,fuck if i know,fuck if i know
255,0,173,en,pink,pink
94,0,255,en,blue,blue
255,0,100,en,pink,pink
255,202,0,en,yellowish,yellowish
255,103,0,en,orange,orange
255,217,0,en,"a bit more yellow than the last one but meh. they're both yellow, it just feels wrong","a bit more yellow than the last one but meh they're both yellow, it just feels wrong"
255,153,0,en,orange,orange
69,255,0,en,green,green
255,246,0,en,now *this* is yellow,now this is yellow
255,16,0,en,red,red
205,0,255,en,purple,purple
255,0,140,en,fuchsia?,fuchsia
255,0,254,en,it's either pink or purple and either way i'm an idiot. i miss the yellows,it's either pink or purple and either way i'm an idiot i miss the yellows
255,123,0,en,orange,orange
255,0,180,en,pink,pink
255,0,248,en,purple pink,purple pink
255,0,18,en,red,red
255,0,215,en,pink,pink
255,165,0,en,orange,orange
255,214,0,en,yellow,yellow
179,0,255,en,purple,purple
93,255,0,en,grass green,grass green
236,255,0,en,sunflower yellow,sunflower yellow
255,107,0,en,orange,orange
255,202,0,en,sunshine yellow,sunshine yellow
255,33,0,en,brighter red,brighter red
255,0,58,en,red,red
220,255,0,en,lime yellow,lime yellow
71,0,255,en,night blue,night blue
255,0,164,en,pink pop,pink pop
255,130,0,en,organge,organge
255,0,82,en,old red,old red
178,255,0,en,lime,lime
255,0,137,en,hot pink,hot pink
155,0,255,en,baby purple,baby purple
255,0,206,en,barbie pink,barbie pink
255,0,142,en,pink,pink
255,0,97,en,cherry,cherry
104,255,0,en,light green,light green
255,89,0,en,orange,orange
255,67,0,en,vermilion,vermilion
156,255,0,en,lime green,lime
255,0,175,en,magenta,magenta
255,185,0,en,gold orange,gold orange
255,145,0,en,tangerine orange,tangerine orange
255,0,18,en,red,red
255,246,0,en,yellow,yellow
214,255,0,en,fluorescent,fluorescent
255,0,71,en,scarlet red,scarlet red
102,0,255,en,indigo,indigo
255,0,242,en,bubble gum pink,bubble gum pink
188,0,255,en,violet,violet
255,0,181,en,hot pink,hot pink
254,0,255,en,red violet,red violet
255,228,0,en,bumblebee yellow,bumblebee yellow
255,160,0,en,carrot yellow,carrot yellow
255,0,135,en,pink,pink
125,255,0,en,green,green
255,246,0,en,yellow,yellow
255,163,0,en,orange,orange
223,255,0,en,yellow,yellow
12,0,255,en,blue,blue
255,0,218,en,pink,pink
255,0,18,en,red,red
255,0,95,en,pink,pink
136,0,255,en,violet,violet
255,0,67,en,red,red
255,150,0,en,orange,orange
255,216,0,en,yellow,yellow
255,34,0,en,red,red
253,0,255,en,pink,pink
255,0,187,en,pink,pink
255,98,0,en,orange,orange
209,0,255,en,violet,violet
143,255,0,en,green,green
255,191,0,en,yellow,yellow
255,0,153,en,pink,pink
255,0,208,en,pink,pink
87,0,255,en,blue,blue
255,0,91,en,pink,pink
255,100,0,en,orange,orange
116,255,0,en,green,green
255,52,0,en,orange,orange
255,161,0,en,orange,orange
228,255,0,en,yellow,yellow
255,190,0,en,orange,orange
244,255,0,en,yellow,yellow
255,0,133,en,pink,pink
255,123,0,en,orange,orange
255,235,0,en,yellow,yellow
112,0,255,en,blue,blue
255,0,53,en,red,red
197,0,255,en,purple,purple
255,0,160,en,pink,pink
255,0,28,en,red,red
255,0,249,en,pink,pink
153,255,0,en,green,green
255,0,241,en,pink,pink
255,157,0,en,mandarin,mandarin
255,0,104,en,fushia,fushia
255,0,241,en,hot pink,hot pink
255,0,128,en,blush pink,blush
255,0,55,en,fire engine red,fire engine red
246,0,255,en,magenta,magenta
109,255,0,en,lime green,lime
255,232,0,en,yellow,yellow
255,0,177,en,hot pink,hot pink
255,79,0,en,fire engine red,fire engine red
125,0,255,en,violet,violet
255,127,0,en,orange,orange
195,0,255,en,magenta,magenta
215,255,0,en,yellow green,yellow green
255,247,0,en,lemon yellow,lemon yellow
133,255,0,en,bright green,bright green
255,0,27,en,red,red
91,0,255,en,periwinkle blue,periwinkle blue
255,201,0,en,mustard,mustard
255,0,160,en,fushia,fushia
255,88,0,en,burnt orange,burnt orange
255,179,0,en,orange,orange
255,0,169,en,pink,pink
255,218,0,en,yellow,yellow
213,255,0,en,neon yellow,neon yellow
255,0,86,en,red,red
255,254,0,en,yellow,yellow
255,0,4,en,bright red,bright red
198,0,255,en,purple,purple
255,77,0,en,orange,orange
112,255,0,en,green,green
95,0,255,en,bright blue,bright blue
255,0,65,en,maroon,maroon
37,255,0,en,green,green
147,255,0,en,neon green,neon green
255,0,210,en,purple,purple
255,191,0,en,yellow,yellow
255,122,0,en,orange,orange
39,0,255,en,dark blue,dark blue
255,0,132,en,pink,pink
255,0,216,en,pink,pink
255,95,0,en,dark orange,dark orange
255,0,246,en,purple,purple
234,255,0,en,yellow,yellow
229,255,0,en,yellow,yellow
255,0,42,en,red,red
255,207,0,en,dandelion,dandelion
255,0,66,en,red,red
255,0,85,en,raspberry,raspberry
255,0,122,en,magenta,magenta
255,79,0,en,red orange,red orange
174,0,255,en,purple,purple
155,255,0,en,lime green,lime
255,0,181,en,pink,pink
118,0,255,en,indigo,indigo
255,0,218,en,pink,pink
255,150,0,en,orange,orange
251,0,255,en,pink purple,pink purple
93,255,0,en,lime green,lime
255,0,157,en,magenta,magenta
255,173,0,en,orange,orange
255,221,0,en,yellow,yellow
255,91,0,en,orange red,orange-red
255,111,0,en,orange,orange
255,4,0,en,red,red
255,196,0,en,dandelion,dandelion
235,255,0,en,yellow,yellow
64,255,0,en,lime green,lime
255,0,48,en,red,red
169,255,0,en,yellow green,yellow green
255,0,123,en,magenta,magenta
190,255,0,en,neon yellow,neon yellow
174,0,255,en,bright purple,bright purple
255,0,150,en,hot pink,hot pink
255,0,95,en,red pink,red pink
238,0,255,en,neon purple,neon purple
138,0,255,en,blue purple,blue purple
255,0,229,en,magenta,magenta
255,0,199,en,hot pink,hot pink
255,181,0,en,dandelion,dandelion
255,0,79,en,red,red
255,218,0,en,golden,gold
255,133,0,en,orange,orange
255,0,6,en,red,red
255,0,149,en,magenta,magenta
161,255,0,en,green,green
109,0,255,en,purple,purple
255,23,0,en,red,red
190,0,255,en,purple,purple
202,255,0,en,green,green
131,255,0,en,green,green
255,0,112,en,magenta,magenta
255,163,0,en,orange,orange
255,241,0,en,yellow,yellow
255,0,60,en,red,red
255,109,0,en,orange,orange
255,245,0,en,yellow,yellow
255,0,237,en,magenta,magenta
255,0,95,en,pink,pink
255,189,0,en,orange,orange
255,136,0,en,orange,orange
255,0,181,en,magenta,magenta
223,0,255,en,purple,purple
255,0,230,en,purple,purple
102,255,0,en,green,green
255,156,0,en,orange,orange
255,216,0,en,yellow,yellow
255,0,32,en,red,red
255,116,0,en,orange,orange
255,142,0,en,orange,orange
255,0,141,en,purple,purple
207,0,255,en,purple,purple
255,247,0,en,yellow,yellow
255,0,191,en,pink,pink
173,255,0,en,green,green
255,207,0,en,orange,orange
191,255,0,en,green,green
255,78,0,en,orange,orange
90,0,255,en,blue,blue
255,0,63,en,red,red
255,0,84,en,red,red
96,0,255,en,blue,blue
255,0,152,en,pink,pink
251,0,255,en,purple,purple
43,0,255,en,blue,blue
255,249,0,en,yellow,yellow
255,221,0,en,goldenrod,goldenrod
255,48,0,en,red,red
255,0,137,en,fuscia,fuscia
202,255,0,en,yellow green,yellow green
255,186,0,en,orange,orange
98,0,255,en,blue,blue
255,0,7,en,red,red
162,255,0,en,lime green,lime
255,0,64,en,red,red
255,181,0,en,goldenrod,goldenrod
125,255,0,en,lime green,lime
255,0,86,en,red,red
255,0,169,en,fuscia,fuscia
255,96,0,en,orange,orange
255,128,0,en,burnt orange,burnt orange
255,0,183,en,pink,pink
255,0,219,en,fuscia,fuscia
188,0,255,en,purple,purple
227,0,255,en,violet,violet
215,0,255,en,purple,purple
134,255,0,en,green,green
255,0,143,en,pink,pink
255,98,0,en,orange,orange
209,255,0,en,lime green,lime
255,229,0,en,yellow,yellow
237,0,255,en,purple,purple
255,245,0,en,yellow,yellow
255,0,35,en,red,red
255,23,0,en,red,red
255,0,73,en,red,red
255,149,0,en,orange,orange
255,0,129,en,pink,pink
255,0,179,en,pink,pink
255,0,241,en,purple,purple
255,0,91,en,pink,pink
255,156,0,en,orange,orange
136,0,255,en,purple,purple
255,206,0,en,yellow,yellow
48,255,0,en,green,green
255,0,142,en,hot pink,hot pink
255,0,42,en,red,red
255,0,91,en,red,red
255,162,0,en,goldenrod,goldenrod
222,0,255,en,violet,violet
255,0,188,en,hot pink,hot pink
255,131,0,en,goldenrod,goldenrod
255,0,158,en,fuscia,fuscia
148,255,0,en,lime green,lime
90,255,0,en,lime green,lime
188,0,255,en,purple,purple
255,183,0,en,goldenrod,goldenrod
255,0,50,en,red,red
223,255,0,en,yellow,yellow
244,255,0,en,yellow,yellow
55,0,255,en,royal blue,royal blue
255,48,0,en,red,red
255,229,0,en,yellow,yellow
255,115,0,en,burnt orange,burnt orange
255,0,238,en,fucsia,fucsia
108,0,255,en,purple,purple
255,0,175,en,pink,pink
255,0,60,en,red,red
255,237,0,en,yellow,yellow
255,0,227,en,pink,pink
