r,g,b,lang_code,chatgpt_raw,chatgpt_norm,chatgpt_min,gemini_raw,gemini_norm,gemini_min
0,255,115,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,240,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,61,zh,绿色,绿,绿,绿色,绿,绿
0,42,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,60,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
153,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,43,zh,绿色,绿,绿,绿色,绿,绿
0,245,255,zh,青色,青,青,青色,青,青
255,0,144,zh,品红,品红,品红,品红色,品红,品红
0,126,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,137,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
135,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,130,0,zh,橙色,橙,橙,橘色,橘,橘
0,10,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,145,zh,绿色,绿,绿,青绿色,青绿,青绿
0,255,232,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
0,38,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
216,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
0,255,164,zh,绿色,绿,绿,青色,青,青
255,103,0,zh,橙色,橙,橙,橙色,橙,橙
53,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,106,0,zh,橙色,橙,橙,橙色,橙,橙
255,177,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,161,zh,绿色,绿,绿,翠绿色,翠绿,翠绿
255,218,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,36,zh,红色,红,红,红色,红,红
255,0,65,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,34,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,76,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
3,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
133,255,0,zh,绿色,绿,绿,鲜绿色,鲜绿,鲜绿
0,255,96,zh,绿色,绿,绿,绿色,绿,绿
191,0,255,zh,紫色,紫,紫,品红色,品红,品红
0,91,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
55,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,251,255,zh,青色,青,青,青色,青,青
255,185,0,zh,橙色,橙,橙,橙色,橙,橙
194,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,242,zh,洋红,洋红,洋红,品红色,品红,品红
0,255,66,zh,绿色,绿,绿,绿色,绿,绿
135,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,155,0,zh,橙色,橙,橙,橙色,橙,橙
169,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
0,211,255,zh,青色,青,青,天蓝色,天蓝,天蓝
255,153,0,zh,橙色,橙,橙,橙色,橙,橙
184,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
69,0,255,zh,紫色,紫,紫,宝蓝色,宝蓝,宝蓝
0,255,104,zh,绿色,绿,绿,鲜绿色,鲜绿,鲜绿
205,255,0,zh,黄绿色,黄绿,黄绿,柠檬绿,柠檬绿,柠檬绿
255,0,204,zh,洋红色,洋红,洋红,洋红色,洋红,洋红
230,255,0,zh,黄色,黄,黄,柠檬黄,柠檬黄,柠檬黄
255,0,53,zh,红色,红,红,鲜红色,鲜红,鲜红
0,57,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,244,255,zh,青色,青,青,青色,青,青
255,0,203,zh,品红,品红,品红,品红色,品红,品红
141,0,255,zh,紫色,紫,紫,紫色,紫,紫
194,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,70,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,255,7,zh,绿色,绿,绿,绿色,绿,绿
0,255,245,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
83,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,170,zh,青绿色,青绿,青绿,青色,青,青
0,255,110,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,249,255,zh,青色,青,青,青色,青,青
245,0,255,zh,洋红,洋红,洋红,洋红色,洋红,洋红
255,135,0,zh,橙色,橙,橙,橙色,橙,橙
255,96,0,zh,橙色,橙,橙,橙色,橙,橙
213,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
0,23,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,141,0,zh,橙色,橙,橙,橙色,橙,橙
20,255,0,zh,绿色,绿,绿,绿色,绿,绿
196,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
31,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
210,255,0,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
0,255,104,zh,绿色,绿,绿,绿色,绿,绿
0,255,147,zh,青绿色,青绿,青绿,亮绿色,亮绿,亮绿
80,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
0,37,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
147,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
38,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
174,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
255,0,168,zh,洋红,洋红,洋红,品红色,品红,品红
120,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,24,zh,绿色,绿,绿,绿色,绿,绿
0,255,194,zh,青绿色,青绿,青绿,青色,青,青
221,0,255,zh,紫色,紫,紫,品红色,品红,品红
0,68,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,244,zh,青色,青,青,青色,青,青
21,255,0,zh,绿色,绿,绿,绿色,绿,绿
54,255,0,zh,绿色,绿,绿,绿色,绿,绿
60,0,255,zh,紫色,紫,紫,蓝色,蓝,蓝
0,255,111,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,241,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,20,zh,绿色,绿,绿,绿色,绿,绿
0,255,224,zh,青绿色,青绿,青绿,青色,青,青
0,70,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,170,0,zh,橙色,橙,橙,橙色,橙,橙
103,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,169,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,223,zh,品红,品红,品红,洋红色,洋红,洋红
255,11,0,zh,红色,红,红,红色,红,红
255,0,53,zh,红色,红,红,红色,红,红
121,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,22,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,44,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,223,0,zh,黄色,黄,黄,黄色,黄,黄
142,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,25,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
103,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,222,zh,品红,品红,品红,品红色,品红,品红
0,255,28,zh,绿色,绿,绿,绿色,绿,绿
255,0,39,zh,红色,红,红,红色,红,红
255,204,0,zh,黄色,黄,黄,黄色,黄,黄
0,160,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,237,255,zh,青色,青,青,青色,青,青
175,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,123,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
188,255,0,zh,黄绿色,黄绿,黄绿,柠檬绿,柠檬绿,柠檬绿
255,0,205,zh,品红,品红,品红,品红色,品红,品红
0,255,166,zh,绿色,绿,绿,青色,青,青
255,50,0,zh,橙色,橙,橙,橘红色,橘红,橘红
130,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,55,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,146,zh,青绿色,青绿,青绿,荧光绿,荧光绿,荧光绿
255,124,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,134,zh,粉色,粉,粉,洋红色,洋红,洋红
0,80,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
226,255,0,zh,黄色,黄,黄,荧光黄,荧光黄,荧光黄
255,122,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,189,zh,青绿色,青绿,青绿,青色,青,青
0,255,36,zh,绿色,绿,绿,绿色,绿,绿
72,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
208,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
255,0,177,zh,品红,品红,品红,玫红,玫瑰,玫瑰
0,255,159,zh,绿色,绿,绿,青绿色,青绿,青绿
66,0,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
157,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,35,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,5,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,213,255,zh,青色,青,青,天蓝色,天蓝,天蓝
255,0,47,zh,红色,红,红,红色,红,红
0,7,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,203,zh,品红,品红,品红,洋红色,洋红,洋红
255,216,0,zh,黄色,黄,黄,黄色,黄,黄
111,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,160,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,63,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,253,0,zh,黄色,黄,黄,黄色,黄,黄
0,199,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
255,0,107,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,27,zh,红色,红,红,红色,红,红
205,255,0,zh,黄绿色,黄绿,黄绿,柠檬绿,柠檬绿,柠檬绿
255,2,0,zh,红色,红,红,红色,红,红
245,0,255,zh,洋红,洋红,洋红,洋红色,洋红,洋红
51,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,150,zh,绿色,绿,绿,青绿色,青绿,青绿
255,63,0,zh,橙色,橙,橙,橙色,橙,橙
45,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,207,zh,品红,品红,品红,洋红色,洋红,洋红
0,73,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,167,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,221,255,zh,青色,青,青,天蓝色,天蓝,天蓝
53,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,117,0,zh,橙色,橙,橙,橙色,橙,橙
76,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
0,158,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
184,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,224,zh,洋红,洋红,洋红,品红,品红,品红
255,233,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,195,zh,品红,品红,品红,品红色,品红,品红
196,0,255,zh,紫色,紫,紫,紫色,紫,紫
220,255,0,zh,黄色,黄,黄,荧光黄,荧光黄,荧光黄
255,142,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,219,zh,品红,品红,品红,品红色,品红,品红
255,0,193,zh,品红,品红,品红,品红色,品红,品红
0,255,67,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,55,zh,红色,红,红,品红色,品红,品红
59,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,121,0,zh,橙色,橙,橙,橙色,橙,橙
182,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,206,255,zh,青色,青,青,天蓝色,天蓝,天蓝
255,0,167,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,196,zh,洋红,洋红,洋红,洋红色,洋红,洋红
255,82,0,zh,橙色,橙,橙,橙色,橙,橙
0,209,255,zh,青色,青,青,湖蓝色,湖蓝,湖蓝
0,255,220,zh,青绿色,青绿,青绿,青色,青,青
0,255,111,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
109,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,130,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,59,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,231,zh,品红,品红,品红,洋红色,洋红,洋红
0,255,212,zh,青绿色,青绿,青绿,青色,青,青
255,0,141,zh,品红,品红,品红,品红色,品红,品红
199,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
139,255,0,zh,荧绿色,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
13,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,240,0,zh,黄色,黄,黄,黄色,黄,黄
255,193,0,zh,黄色,黄,黄,橙色,橙,橙
0,255,221,zh,青绿色,青绿,青绿,绿松石色,绿松石,绿松石
164,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
246,0,255,zh,紫红色,紫红,紫红,品红,品红,品红
0,168,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,117,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
240,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,201,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
0,133,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
103,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,32,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
188,255,0,zh,黄绿色,黄绿,黄绿,荧光绿,荧光绿,荧光绿
34,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,207,0,zh,黄色,黄,黄,黄色,黄,黄
255,33,0,zh,红色,红,红,红色,红,红
0,30,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
224,0,255,zh,品红,品红,品红,紫红色,紫红,紫红
0,43,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,118,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
0,185,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,124,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
125,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,84,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,31,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
136,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,195,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,68,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,19,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,28,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,37,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
246,255,0,zh,黄色,黄,黄,黄色,黄,黄
45,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,62,zh,红色,红,红,玫红,玫瑰,玫瑰
255,97,0,zh,橙色,橙,橙,橙色,橙,橙
188,0,255,zh,紫色,紫,紫,紫色,紫,紫
118,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,143,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
210,255,0,zh,黄绿色,黄绿,黄绿,荧光黄,荧光黄,荧光黄
255,0,173,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
38,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
98,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
0,237,255,zh,青色,青,青,青色,青,青
0,70,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,80,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,68,0,zh,橙色,橙,橙,橙色,橙,橙
254,255,0,zh,黄色,黄,黄,黄色,黄,黄
255,31,0,zh,红色,红,红,红色,红,红
255,49,0,zh,橙色,橙,橙,橘红色,橘红,橘红
0,4,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,25,0,zh,红色,红,红,红色,红,红
255,82,0,zh,橙色,橙,橙,橙色,橙,橙
42,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
253,255,0,zh,黄色,黄,黄,黄色,黄,黄
54,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,196,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,255,229,zh,青色,青,青,青色,青,青
0,251,255,zh,青色,青,青,青色,青,青
0,255,90,zh,绿色,绿,绿,绿色,绿,绿
255,0,220,zh,品红,品红,品红,品红色,品红,品红
0,255,151,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
229,255,0,zh,黄色,黄,黄,鲜黄色,鲜黄,鲜黄
142,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,210,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,123,zh,绿色,绿,绿,绿色,绿,绿
0,127,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,7,zh,红色,红,红,红色,红,红
0,249,255,zh,青色,青,青,青色,青,青
0,255,218,zh,青色,青,青,青色,青,青
255,0,99,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
0,255,45,zh,绿色,绿,绿,绿色,绿,绿
209,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,104,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,4,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
191,0,255,zh,紫色,紫,紫,紫色,紫,紫
81,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,255,73,zh,绿色,绿,绿,绿色,绿,绿
202,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
0,77,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,156,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,45,0,zh,橙色,橙,橙,橘红色,橘红,橘红
255,0,225,zh,品红,品红,品红,品红色,品红,品红
255,95,0,zh,橙色,橙,橙,橙色,橙,橙
223,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
255,90,0,zh,橙色,橙,橙,橙色,橙,橙
211,0,255,zh,紫色,紫,紫,洋红色,洋红,洋红
5,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
96,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,114,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
23,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,183,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
176,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,255,11,zh,绿色,绿,绿,绿色,绿,绿
248,255,0,zh,黄色,黄,黄,黄色,黄,黄
68,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
255,0,82,zh,粉红色,粉红,粉红,玫红色,玫瑰,玫瑰
0,255,5,zh,绿色,绿,绿,绿色,绿,绿
0,104,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,190,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,34,zh,红色,红,红,红色,红,红
59,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,192,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,34,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,89,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,128,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
158,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
46,255,0,zh,绿色,绿,绿,绿色,绿,绿
120,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,184,0,zh,橙色,橙,橙,橙色,橙,橙
0,194,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
109,255,0,zh,亮绿色,亮绿,亮绿,荧光绿,荧光绿,荧光绿
48,255,0,zh,绿色,绿,绿,绿色,绿,绿
48,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,244,255,zh,青色,青,青,青色,青,青
0,255,47,zh,绿色,绿,绿,绿色,绿,绿
255,123,0,zh,橙色,橙,橙,橙色,橙,橙
210,0,255,zh,紫色,紫,紫,品红色,品红,品红
255,0,48,zh,红色,红,红,红色,红,红
0,173,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,135,zh,绿色,绿,绿,绿色,绿,绿
248,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,112,zh,绿色,绿,绿,绿色,绿,绿
0,39,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,81,zh,红色,红,红,玫红色,玫瑰,玫瑰
0,33,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,14,0,zh,红色,红,红,红色,红,红
249,255,0,zh,黄色,黄,黄,黄色,黄,黄
0,82,255,zh,蓝色,蓝,蓝,宝蓝色,宝蓝,宝蓝
255,209,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,101,zh,绿色,绿,绿,绿色,绿,绿
255,181,0,zh,橙色,橙,橙,橙色,橙,橙
0,255,211,zh,青绿色,青绿,青绿,水绿色,水绿,水绿
255,0,95,zh,洋红,洋红,洋红,品红色,品红,品红
0,255,174,zh,青绿色,青绿,青绿,青色,青,青
178,255,0,zh,荧光绿,荧光绿,荧光绿,柠檬绿,柠檬绿,柠檬绿
0,211,255,zh,青色,青,青,天蓝色,天蓝,天蓝
255,210,0,zh,黄色,黄,黄,黄色,黄,黄
0,255,120,zh,绿色,绿,绿,绿色,绿,绿
0,219,255,zh,青色,青,青,青色,青,青
58,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,236,zh,青色,青,青,青色,青,青
246,255,0,zh,黄色,黄,黄,黄色,黄,黄
19,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,34,zh,红色,红,红,红色,红,红
255,161,0,zh,橙色,橙,橙,橙色,橙,橙
153,0,255,zh,紫色,紫,紫,紫色,紫,紫
174,0,255,zh,紫色,紫,紫,紫色,紫,紫
0,147,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,162,zh,洋红,洋红,洋红,洋红色,洋红,洋红
255,0,185,zh,洋红,洋红,洋红,洋红色,洋红,洋红
0,161,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
195,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,142,0,zh,橙色,橙,橙,橙色,橙,橙
0,62,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
87,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
71,255,0,zh,绿色,绿,绿,绿色,绿,绿
186,0,255,zh,紫色,紫,紫,紫色,紫,紫
14,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,0,23,zh,红色,红,红,红色,红,红
255,173,0,zh,橙色,橙,橙,橙色,橙,橙
0,185,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
202,255,0,zh,荧光绿,荧光绿,荧光绿,黄绿色,黄绿,黄绿
255,15,0,zh,红色,红,红,红色,红,红
51,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,118,0,zh,橙色,橙,橙,橙色,橙,橙
86,0,255,zh,紫色,紫,紫,紫色,紫,紫
18,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
70,0,255,zh,紫色,紫,紫,蓝紫色,蓝紫,蓝紫
255,96,0,zh,橙色,橙,橙,橙色,橙,橙
73,0,255,zh,紫色,紫,紫,蓝色,蓝,蓝
194,255,0,zh,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿,荧光绿
0,172,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
198,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,28,0,zh,红色,红,红,红色,红,红
0,79,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
103,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
36,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,209,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,37,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,239,zh,青色,青,青,青色,青,青
23,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
238,0,255,zh,紫红色,紫红,紫红,洋红色,洋红,洋红
190,255,0,zh,黄绿色,黄绿,黄绿,黄绿色,黄绿,黄绿
0,75,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,108,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
23,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,219,zh,洋红色,洋红,洋红,品红色,品红,品红
0,255,70,zh,绿色,绿,绿,绿色,绿,绿
117,0,255,zh,紫色,紫,紫,紫色,紫,紫
51,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,82,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
0,79,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
0,255,156,zh,青绿色,青绿,青绿,荧光绿,荧光绿,荧光绿
240,0,255,zh,紫红色,紫红,紫红,品红色,品红,品红
255,195,0,zh,黄色,黄,黄,金黄色,金黄,金黄
255,182,0,zh,橙色,橙,橙,橙色,橙,橙
255,20,0,zh,红色,红,红,红色,红,红
218,0,255,zh,紫色,紫,紫,品红色,品红,品红
255,0,96,zh,粉色,粉,粉,玫红色,玫瑰,玫瑰
224,0,255,zh,紫色,紫,紫,品红色,品红,品红
255,0,142,zh,品红,品红,品红,品红色,品红,品红
255,0,149,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
0,243,255,zh,青色,青,青,青色,青,青
255,137,0,zh,橙色,橙,橙,橙色,橙,橙
94,0,255,zh,紫色,紫,紫,紫罗兰色,紫罗蓝,紫罗蓝
0,255,237,zh,青色,青,青,青色,青,青
27,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,87,zh,红色,红,红,玫红色,玫瑰,玫瑰
139,0,255,zh,紫色,紫,紫,紫色,紫,紫
255,0,108,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
73,0,255,zh,紫色,紫,紫,靛蓝色,靛,靛
0,201,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,202,0,zh,黄色,黄,黄,黄色,黄,黄
255,0,232,zh,品红,品红,品红,品红色,品红,品红
255,0,250,zh,紫红色,紫红,紫红,洋红色,洋红,洋红
255,0,73,zh,红色,红,红,玫红色,玫瑰,玫瑰
88,0,255,zh,紫色,紫,紫,紫色,紫,紫
26,255,0,zh,绿色,绿,绿,绿色,绿,绿
0,255,102,zh,绿色,绿,绿,亮绿色,亮绿,亮绿
0,255,206,zh,青绿色,青绿,青绿,青色,青,青
0,63,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,95,0,zh,橙色,橙,橙,橙色,橙,橙
255,0,235,zh,品红,品红,品红,洋红色,洋红,洋红
105,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
33,0,255,zh,蓝色,蓝,蓝,蓝色,蓝,蓝
255,0,157,zh,洋红,洋红,洋红,玫红色,玫瑰,玫瑰
0,195,255,zh,蓝色,蓝,蓝,天蓝色,天蓝,天蓝
255,0,194,zh,品红,品红,品红,玫红色,玫瑰,玫瑰
255,0,32,zh,红色,红,红,红色,红,红
255,24,0,zh,红色,红,红,红色,红,红
0,224,255,zh,青色,青,青,青色,青,青
246,255,0,zh,黄色,黄,黄,黄色,黄,黄
29,255,0,zh,绿色,绿,绿,绿色,绿,绿
255,74,0,zh,橙色,橙,橙,橘红色,橘红,橘红
255,228,0,zh,黄色,黄,黄,黄色,黄,黄
153,0,255,zh,紫色,紫,紫,紫色,紫,紫
138,255,0,zh,绿色,绿,绿,荧光绿,荧光绿,荧光绿
143,0,255,zh,紫色,紫,紫,紫色,紫,紫
