r,g,b,lang_code,human
203,254,229,en,pale turquoise
228,57,211,en,saturated pink
74,101,160,en,middle sea
249,141,98,en,sick peach
225,216,3,en,yellow
169,4,209,en,fuxia violet
157,255,119,en,very light green
1,206,79,en,emerald
199,44,49,en,darker red
17,85,77,en,dark dirty blue
10,120,38,en,leaves green
250,221,151,en,pale yellow
197,213,154,en,pale light green
220,100,139,en,girly pop pink
212,80,23,en,fire orange red
3,16,89,en,deeper sea
151,118,200,en,lavender
73,188,74,en,green
61,239,115,en,kelly green
76,110,162,en,cornflower bkue
16,125,236,en,cerulean
208,238,62,en,chartreuse
255,225,161,en,peach
87,183,188,en,teal
205,111,59,en,burnt orange
196,13,142,en,magenta
57,80,33,en,hunter green
232,68,61,en,blood orange
67,83,200,en,blue
152,130,95,en,brown
119,89,244,en,purple
57,135,159,en,teal
139,192,107,en,spring green
211,148,30,en,honey
84,13,202,en,indigo
146,217,172,en,mint green
115,48,19,en,chestnut
2,196,176,en,turquoise
136,90,120,en,plum
78,54,35,en,dark brown
215,230,212,en,sage
63,31,151,en,navy blue
139,246,243,en,light blue
61,129,79,en,green
8,8,24,en,black
226,7,209,en,magnet
100,95,98,en,slate gray
79,115,23,en,green
218,144,113,en,peach
233,174,186,en,rose pink
61,63,94,en,midnight blue
107,149,13,en,olive green
167,102,19,en,brown
110,214,128,en,teal
71,179,8,en,forest green
51,237,87,en,sea green
156,14,169,en,violet
32,71,14,en,dark green
30,49,77,en,midnight blue
65,236,2,en,neon green
129,111,113,en,warm gray
42,235,192,en,turquoise
241,76,24,en,orange red
180,48,76,en,merlot
178,219,128,en,pale lime green
111,128,93,en,olive green
114,16,234,en,royal purple
143,66,79,en,burgandy
240,34,184,en,hotnoink
100,161,240,en,sky blue
31,125,72,en,forest green
105,122,45,en,camo green
220,190,103,en,yellow beige
39,71,173,en,navy blue
113,172,122,en,dark sea green
193,172,169,en,beige
217,61,138,en,magenta
135,162,196,en,steel blue
188,6,229,en,violet
179,170,114,en,sepia
204,86,193,en,pale magenta
3,7,179,en,navy blue
170,133,221,en,lavender
226,149,104,en,pale orange
31,143,154,en,dark turquoise
97,231,244,en,light blue
225,234,198,en,green beige
184,88,221,en,fuschia
117,13,64,en,cranberry
127,110,6,en,chartreuse
29,161,246,en,cyan
47,57,74,en,deep navy
167,169,96,en,olive
223,179,20,en,mustard
11,99,106,en,forest green
237,8,168,en,magenta
249,189,197,en,pink
29,191,94,en,spring green
20,97,190,en,royal blue
11,72,49,en,deep forest green
69,51,6,en,coffee
119,138,174,en,steel
247,8,58,en,red
245,191,107,en,mustard yellow
171,240,168,en,pastel green
14,71,253,en,electric blue
31,75,209,en,web blue
223,228,240,en,gray
199,51,140,en,fuschia
144,91,64,en,brown
78,16,74,en,eggplant
186,192,167,en,sage
186,239,79,en,lime
125,181,1,en,moss green
54,105,39,en,green
227,181,246,en,lilac
55,31,108,en,deep purple
236,38,237,en,magenta
249,105,205,en,bubblegum pink
63,161,160,en,misty green
49,220,215,en,teal
109,251,198,en,mint
127,15,136,en,plum
230,195,219,en,dusty pink
71,222,172,en,seafoam green
205,139,57,en,umber
205,183,65,en,dark mustard yellow
241,17,150,en,bright pink
123,177,231,en,aqua blue
170,90,139,en,mauve
80,23,44,en,cocoa brown
7,105,238,en,bright blue
85,211,108,en,clover green
238,94,206,en,light purple
16,238,242,en,turquoise
60,120,88,en,fir green
81,54,11,en,brown
153,220,70,en,lime green
59,182,38,en,bright green
181,137,201,en,dark lavender
233,75,83,en,tomato orange
83,146,48,en,leaf green
212,43,207,en,bright purple
182,70,95,en,smokey red
28,62,40,en,forrest green
233,103,63,en,orange
167,20,147,en,dark violet
107,66,126,en,velvet purple
177,166,96,en,rotten egg yellow
3,7,245,en,true blue
162,153,148,en,wet cement gray
34,235,103,en,bright green
123,37,189,en,purple
84,179,172,en,dark teal
17,65,119,en,navy blue
28,24,116,en,midnight blue
2,71,88,en,dark blue green
251,169,46,en,marigold
23,254,174,en,teal
135,80,35,en,brown
182,133,87,en,beige
14,86,206,en,blue
154,213,56,en,green
163,42,133,en,magenta
29,216,169,en,opal
106,253,232,en,teal
254,141,188,en,pink
163,59,31,en,rust
116,9,191,en,purple
188,161,71,en,yellow
3,154,235,en,blue
80,134,112,en,green
22,29,175,en,indigo
131,184,111,en,green
208,120,192,en,pink
43,46,24,en,green
53,126,28,en,green
180,234,211,en,mint
205,13,62,en,red
213,118,51,en,orange
186,75,194,en,purple
36,148,189,en,blue
244,55,224,en,pink
143,248,44,en,green
100,46,84,en,purple
177,63,96,en,purple
72,200,96,en,green
79,58,142,en,purple
143,93,94,en,brown
121,186,199,en,blue
85,207,254,en,blue
250,215,147,en,yellow
186,167,196,en,purple
207,185,254,en,lavender
114,211,63,en,green
54,240,103,en,green
174,49,191,en,purple
145,248,187,en,seafoam
204,145,78,en,brown
92,20,203,en,purple
219,92,37,en,orange
89,55,11,en,dark brown
143,251,134,en,spring green
242,162,61,en,orange
181,189,68,en,pea green
248,86,222,en,hot pink
151,1,244,en,purple
53,55,118,en,dark indigo
210,155,241,en,lilac
149,109,156,en,dusty purple
15,78,176,en,blue
43,119,127,en,blueish green
27,51,21,en,dark green
157,179,248,en,cornflower blue
99,21,159,en,purple
161,187,213,en,storm blue
215,254,157,en,pastel green
77,162,53,en,green
223,200,176,en,beige
130,32,130,en,purple
138,101,44,en,goden brown
160,96,233,en,purple
46,196,246,en,sky blue
23,123,201,en,blue
85,93,79,en,gray
87,129,90,en,dusty green
197,127,115,en,pinkish brown
252,135,107,en,salmon
116,82,88,en,brown
186,55,48,en,red
32,130,115,en,turquoise
8,198,109,en,green
124,30,120,en,violet
163,69,44,en,rust
207,202,4,en,mustard yellow
176,195,65,en,olive green
192,64,121,en,dark pink
42,203,222,en,light blue
151,39,178,en,purple
141,93,203,en,lilac
66,103,33,en,forest green
232,130,122,en,coral pink
114,158,106,en,sage
247,85,130,en,hot pink
93,67,131,en,dark purple
46,145,53,en,green
89,108,82,en,dark green
187,182,217,en,lavender
152,121,52,en,brown
138,98,104,en,maroon
168,212,142,en,spring green
237,78,4,en,crimson
56,196,62,en,emerald green
109,124,250,en,indigo
40,146,183,en,light blue
35,187,136,en,turquoise
49,111,180,en,blue
150,142,127,en,grey
64,68,212,en,blue
119,243,192,en,seafoam
89,27,249,en,ultramarine
251,135,19,en,orange
172,245,46,en,lime green
141,244,125,en,spring green
208,131,69,en,umber
200,155,33,en,gold
69,166,130,en,teal
169,90,80,en,umber
73,211,48,en,green
104,220,194,en,aqua
63,154,152,en,teal
163,211,139,en,sage
18,62,226,en,blue
220,135,23,en,burnt orange
249,141,164,en,pink
253,63,112,en,fuscia
249,3,47,en,red
81,92,101,en,charcoal
160,229,3,en,chartruse
238,192,165,en,salmon
198,1,152,en,magenta
18,103,172,en,navy blue
112,102,248,en,lavender
129,112,48,en,brown
148,68,180,en,purple
170,190,37,en,chartruse
175,172,71,en,puke
27,35,143,en,navuly blue
222,190,245,en,lavender
22,195,222,en,aqua
162,138,206,en,purple
95,253,50,en,green
180,79,228,en,purple
24,209,140,en,teal
175,82,154,en,purple
66,66,137,en,navy blue
141,16,74,en,wine
176,154,169,en,grey
244,143,88,en,orange
66,27,29,en,burgandy
166,15,17,en,red
143,209,82,en,green
155,28,106,en,magenta
239,42,101,en,pink
106,167,168,en,teal
139,35,144,en,eggplant purple
215,190,148,en,beige
78,247,247,en,neon blue
20,179,231,en,light blue
182,175,89,en,puce
207,49,254,en,neon purple
68,88,39,en,pine green
153,114,105,en,light brown
221,129,251,en,light purple
255,150,57,en,tangerine orange
253,250,220,en,eggshell white
182,89,247,en,iris purple
206,194,243,en,pastel purple
225,201,202,en,mauve
221,237,158,en,pastel green
231,113,98,en,salmon
247,18,211,en,hot pink
53,4,248,en,azure
77,106,185,en,cerulean blue
43,64,88,en,navy blue
34,171,119,en,green
189,210,44,en,chartreuse green
9,49,229,en,royal blue
90,162,30,en,grass green
76,220,84,en,light green
155,123,47,en,olive green
166,242,116,en,lime green
250,216,121,en,pastel orange
195,97,28,en,ochre
95,42,104,en,deep purple
136,251,55,en,neon green
129,10,58,en,wine red
169,220,199,en,pastel teal
255,216,0,en,yellow orange
255,0,147,en,pink
255,148,0,en,orange
255,0,101,en,reddish pink
124,255,0,en,lime green
255,154,0,en,orange
255,0,73,en,pale red
255,0,26,en,red
255,0,179,en,magenta
206,255,0,en,green yellow
255,0,214,en,old rose
250,0,255,en,magenta
255,250,0,en,yellow
210,0,255,en,purple
115,0,255,en,deep purple
163,255,0,en,lime green
255,56,0,en,red orange
255,100,0,en,orange
255,0,116,en,deep pink
255,189,0,en,yello
231,199,156,en,taupe
238,81,124,en,pink
106,12,126,en,dark purple
45,239,166,en,mint
46,77,161,en,blue
114,31,1,en,maroon
160,76,147,en,light purple
131,129,27,en,pea green
134,54,207,en,purple
181,212,149,en,light green
47,106,53,en,green
102,136,249,en,periwinkle
250,127,215,en,magenta
78,235,5,en,lime
125,164,218,en,light blue
9,182,222,en,aqua blue
27,183,156,en,teal
48,69,65,en,forest green
166,27,48,en,red
250,148,156,en,salmon
201,107,42,en,burnt orange
179,116,213,en,purple
123,4,95,en,dark purple
43,2,165,en,blue
6,67,235,en,blue
180,213,105,en,chartreuse
192,23,143,en,dark magenta
131,232,120,en,light green
203,35,210,en,magenta
249,251,127,en,pale yellow
115,129,206,en,periwinkle
201,60,3,en,sienna
235,46,73,en,red
248,145,46,en,orange
93,29,51,en,brown
17,131,154,en,dark teal
121,163,188,en,wedgewood blue
237,63,49,en,crimson
119,205,53,en,lime green
65,116,1,en,moss green
151,52,36,en,alizarin crimson
132,157,76,en,sap green
123,5,243,en,blue violet
205,168,148,en,nude
158,47,205,en,violet
212,154,224,en,lavender
93,36,28,en,burnt sienna
149,79,173,en,violet
114,30,86,en,red violet
239,249,79,en,cadmium yellow
106,91,132,en,violet
202,246,157,en,light green
202,186,20,en,saffron
72,5,100,en,purple
57,88,81,en,teal
49,156,63,en,kelly green
73,150,240,en,light blue
14,41,40,en,dark green
34,180,124,en,bright green
220,89,154,en,rose
177,109,240,en,violet
121,124,241,en,blue violet
200,198,130,en,yellow green
25,100,168,en,prussian blue
198,120,149,en,dusty rose
25,48,109,en,navy
7,126,124,en,teal
9,180,217,en,turquoise
253,3,166,en,hot pink
153,111,31,en,yellow ochre
123,130,125,en,green gray
228,73,209,en,fuchsia
51,240,67,en,neon green
120,117,188,en,dark lilac purple
239,24,222,en,hot pink
70,185,225,en,sky blue
141,127,143,en,dusty desaturated lilac purple
39,41,60,en,midnight blue
103,85,79,en,dusty brown
220,70,10,en,slightly dirty (a touch of brown mixed in) orange
60,193,32,en,green
58,5,71,en,regal dark purple
172,187,67,en,booger green
171,237,223,en,"light mint blue, leaning more towards blue"
56,30,161,en,violet
95,43,64,en,dusty maroon
126,70,168,en,slightly dusty purple
241,233,69,en,darkish yellow
195,172,219,en,slightly dusty lilac
9,101,165,en,"blue slightly green, medium dark"
192,109,8,en,dirtier orange
9,117,225,en,friendly blue
216,98,165,en,slightly dusty fuchsia pink
234,88,212,en,bubblegum pink
77,222,198,en,brighter cyan
202,211,211,en,silver grey
127,8,105,en,medium dark wine purple berry
28,85,45,en,medium dark forest green
165,17,28,en,dirty red
215,39,132,en,medium pink
120,23,226,en,neon purple
192,194,145,en,light colored green moss
123,63,50,en,oak bark brown
125,184,104,en,caterpillar green
38,6,253,en,bright blue
157,73,21,en,lighter slightly yellow brown
250,209,88,en,muted yellow
186,225,2,en,golf green
255,0,73,en,pink
255,0,254,en,purple
255,0,106,en,pink
255,0,116,en,pink
255,23,0,en,orange
255,0,44,en,red
255,0,177,en,pink
242,255,0,en,yellow
190,178,60,en,dark yellow
4,131,218,en,blue
233,134,8,en,orang
34,109,47,en,forest green
10,140,191,en,teal
80,80,139,en,muted purple
100,107,49,en,green brown
86,56,184,en,purple
241,36,93,en,pink
222,210,205,en,off white
38,175,183,en,turquoise
52,97,85,en,gray green
142,65,165,en,magenta
118,180,90,en,light green
187,145,200,en,light purple
92,18,65,en,purple maroon
92,59,240,en,violet
190,65,59,en,salmon
4,165,17,en,green
22,248,42,en,neon green
103,9,34,en,maroon
79,162,111,en,mint green
33,34,126,en,deep blue
228,153,133,en,flash pink
49,31,80,en,navy blue
243,23,151,en,neon pink
167,193,232,en,baby blue
250,243,163,en,sandy yellow
243,144,248,en,light pink
221,29,195,en,purple pink
162,186,156,en,light mint green
245,78,140,en,pink
188,228,54,en,yellow green
167,27,223,en,bright purple
28,156,45,en,dark green
218,207,111,en,pale yellow
39,174,172,en,turquoise
87,239,96,en,lime
138,72,241,en,purple
167,91,85,en,maroon
164,9,36,en,dark red
50,122,218,en,blue
49,25,154,en,deep dark blue
159,199,193,en,pale turqoise
112,111,117,en,grey
72,38,235,en,dark blue
235,2,153,en,hot pink
138,232,189,en,pastel teal
128,241,241,en,light blue
181,234,148,en,pastel green
7,53,112,en,navy blue
12,64,34,en,forest green
153,29,119,en,magenta
79,180,253,en,sky blue
199,253,66,en,neon green
77,114,44,en,dark green
150,104,22,en,brown
206,160,20,en,mustard
218,95,139,en,bubblegum
88,179,22,en,green
20,205,50,en,neon green
109,88,184,en,lavender
63,119,137,en,teal
201,27,137,en,magenta
220,180,187,en,rose gold
75,178,100,en,sage
83,96,71,en,army green
26,108,254,en,neon blue
3,56,192,en,navy
66,71,9,en,brown green
215,234,84,en,lemon green hue
63,178,246,en,sky blue
24,246,147,en,light turquoise
133,67,100,en,dark magenta
229,140,44,en,orange
187,20,33,en,red
138,141,156,en,blue grey
136,20,247,en,purple
184,156,127,en,beige
245,10,70,en,neon pink red
113,7,99,en,dark purple
198,163,218,en,lilac
32,220,176,en,turquoise
47,9,6,en,dark brown
133,145,86,en,dark sage
199,171,1,en,mustard yellow
253,74,44,en,neon red orange
169,117,244,en,light lavender
144,26,34,en,blood red
160,64,18,en,orange burgundy
211,126,126,en,rose pink
151,177,43,en,yellowish green
10,113,13,en,forest green
249,79,225,en,neon pink
130,150,204,en,periwinkle
182,203,126,en,light green
152,63,209,en,purple
253,76,199,en,pink
124,35,114,en,dark purple
106,140,139,en,gray blue
118,240,107,en,lime green
36,122,157,en,teal blue
183,26,227,en,light purple
6,220,28,en,neon green
198,71,147,en,dark pink
161,239,183,en,mint green
213,57,9,en,dusty red
131,175,25,en,green
110,219,215,en,blue turquoise
236,165,15,en,golden yellow
61,43,248,en,neon blue
45,79,22,en,dark green
1,115,232,en,blue
186,185,17,en,green yellow
15,38,173,en,dark blue
184,47,36,en,strawberry red
167,114,106,en,pink nude
114,104,8,en,leaf green
54,191,187,en,teal
133,31,151,en,purple
253,225,106,en,yellow
58,118,142,en,slate blue
145,52,45,en,maroon
138,253,6,en,lime green
182,138,13,en,yellow brown
200,97,206,en,pinkish purple
15,34,65,en,black
112,120,120,en,slate gray
161,212,185,en,sea foam green
90,161,237,en,cornflower blue
166,132,213,en,lavender
219,64,55,en,red
70,4,230,en,royal blue
252,164,216,en,pink
68,140,54,en,green
208,115,26,en,rust orange
217,4,233,en,fuschia
79,224,53,en,bright green
138,208,145,en,"light,cool green"
18,47,157,en,navy blue
6,96,189,en,blue
176,187,189,en,light gray
243,104,157,en,warm pink
171,100,159,en,mauve
17,212,156,en,cool green
173,166,66,en,yellow green
139,90,61,en,brown
198,159,126,en,tan
231,10,151,en,magenta
215,246,44,en,bright green yellow
91,47,37,en,chocolate
75,221,250,en,bright blue
218,54,208,en,bright purple
226,241,181,en,light green yellow
69,172,182,en,teal
216,189,252,en,lavender
50,231,182,en,turquoise
51,223,226,en,cyan
219,237,227,en,gray
61,193,6,en,green
67,134,163,en,light blue
37,85,45,en,dark green
86,131,13,en,forest green
29,76,92,en,blue gray
41,65,143,en,blue
210,204,164,en,taupe
28,12,81,en,navy blue
55,178,109,en,blue green
245,53,239,en,pink
229,7,27,en,red
159,20,106,en,dark pink
104,49,131,en,dark purple
23,66,237,en,blue
237,78,129,en,magenta
248,110,231,en,light pink
137,21,228,en,purple
191,130,195,en,lavender
105,74,57,en,brown
136,139,127,en,gray
13,16,114,en,navy
201,186,133,en,beige
255,74,194,en,pink
96,50,109,en,plum
1,205,158,en,teal
122,139,66,en,pea green
24,145,171,en,blue
219,101,2,en,orange
114,87,14,en,brown
180,160,254,en,purple
68,15,162,en,blue
133,174,140,en,light green
233,185,241,en,lavender
160,182,40,en,green
168,52,53,en,crimson
16,246,149,en,neon green
230,238,122,en,yelloe
201,5,15,en,red
159,9,140,en,violet
155,238,173,en,light green
146,24,100,en,light plum
117,161,225,en,light blue
133,156,181,en,blue gray
143,110,77,en,light brown
42,91,106,en,dark teal
164,100,143,en,mauve
96,29,235,en,blue purple
216,73,104,en,salmon
66,91,232,en,blue
95,68,81,en,taupe
201,175,160,en,tan
210,71,139,en,pink
31,62,135,en,blue
65,124,112,en,green
252,36,204,en,fuschia
222,118,142,en,rose
252,171,111,en,muted yellow orange
218,114,29,en,pumpkin
42,236,61,en,spring green
172,248,120,en,yellow green
157,178,138,en,soft olive
61,40,108,en,royal purple
38,119,191,en,azure
244,248,164,en,butter yellow
99,30,150,en,violet
188,79,70,en,red orange
146,57,119,en,red violet
181,148,220,en,lilac
95,135,115,en,pine green
145,168,194,en,dusty blue
79,239,112,en,bright spring green
108,92,21,en,olive brown
51,193,201,en,turquoise
4,244,184,en,bright mint
218,195,204,en,soft rose
190,247,227,en,mint
98,55,42,en,burnt sienna
82,196,143,en,muted green
177,191,45,en,chartreuse
206,14,30,en,res
154,151,80,en,olive
140,5,244,en,purple
143,78,29,en,burnt sienna
111,86,242,en,blue violet
61,67,29,en,deep forest green
161,207,125,en,soft spring green
10,97,99,en,green teal
165,130,127,en,rose
233,82,244,en,fuschia
196,147,178,en,mauve
153,63,202,en,purple
103,104,92,en,yellow gray
171,139,39,en,gold
216,165,142,en,dark peach
28,29,118,en,midnight blue
32,159,139,en,greenish teal
109,29,72,en,dark magenta
123,222,241,en,sky blue
111,234,191,en,greenish turquoise
127,245,101,en,green
221,82,106,en,coral
115,84,182,en,dark violet
114,74,39,en,brown
99,102,130,en,bluish gray
15,94,227,en,blue
135,39,130,en,dark magenta
251,193,106,en,dandelion yellow
190,119,177,en,dull pink
150,199,83,en,dull grass
158,81,2,en,chestnut brown
81,121,66,en,forest green
240,125,252,en,pink
166,122,135,en,dusty rose
198,21,224,en,hot pink
253,90,38,en,scarlet
185,184,152,en,yellowish slate
231,72,188,en,slightly dull pink
180,57,5,en,brick red
207,209,11,en,dull yellow greenish
212,134,27,en,orangeish brown
7,207,9,en,slightly dull green
59,37,194,en,dark blue
253,93,157,en,reddish pink
140,164,90,en,dark sage
225,245,128,en,green yellow
95,139,252,en,cornflower blue
107,157,229,en,light blue
245,158,28,en,orange
44,235,137,en,sea foam green
130,119,221,en,light purple
157,109,1,en,brown
6,26,107,en,dark blue
43,72,176,en,blue
54,85,130,en,blue gray
64,133,45,en,forest green
57,216,212,en,teal
150,222,58,en,yellow green
24,123,124,en,blue green
101,28,248,en,purple
178,12,75,en,maroon
47,17,186,en,navy blue
80,111,43,en,moss green
94,245,56,en,chartreuse
63,148,191,en,light blue
191,176,108,en,khaki
252,179,109,en,peach
232,29,126,en,magenta
152,147,204,en,cornflower
190,128,95,en,tan
177,202,57,en,yellow green
9,183,111,en,kelly green
196,210,251,en,cornflower
101,41,42,en,chocolate
249,4,41,en,red
11,126,61,en,green
23,89,180,en,blue
103,217,252,en,sky blue
222,208,100,en,ochre
144,77,177,en,purple
140,109,49,en,brown
193,95,41,en,burnt orange
214,231,18,en,green yellow
255,0,16,en,red
221,0,255,en,magenta
224,255,0,en,neon yellow
255,0,80,en,fushicia
255,0,218,en,pink
97,0,255,en,purple
255,144,0,en,orange
176,255,0,en,olive green
152,235,219,en,turquoise
119,195,146,en,blue green
171,190,172,en,sea green
140,102,137,en,fuschia
67,131,250,en,cobalt
103,244,147,en,kelly green
179,29,215,en,violet red
12,68,16,en,hunter green
113,171,84,en,green
51,72,130,en,midnight blue
27,24,47,en,charcoal
10,90,73,en,forest green
214,35,222,en,purple
86,168,1,en,green
59,47,17,en,darkish brown
84,198,99,en,bright green
2,187,154,en,teal
53,135,226,en,light blue
47,96,219,en,blue
56,98,36,en,dark green
196,153,87,en,light brown
99,133,157,en,grey
3,134,62,en,darkish green
208,235,72,en,yellow
148,118,220,en,light purple
202,15,45,en,red
137,13,156,en,dark purple
251,71,182,en,pink
149,73,160,en,purple
40,87,81,en,jade
120,68,78,en,pass
71,78,128,en,blueish grey
54,19,20,en,dark brown
121,245,229,en,cyan
27,44,235,en,blue
186,183,40,en,dark yellow
248,193,42,en,yellow
45,48,145,en,dark blue
164,96,50,en,brown
23,237,138,en,green
111,165,74,en,green
189,100,159,en,purple
156,3,76,en,maroon
144,184,241,en,light blue
225,206,115,en,mustard
116,101,62,en,brown
209,64,90,en,red ish pink
210,81,200,en,magenta
116,143,58,en,green
90,154,129,en,green
232,177,157,en,pink
197,85,96,en,red
13,190,73,en,green
207,232,27,en,green
144,224,191,en,blue
8,3,11,en,black
208,78,177,en,pink
147,251,129,en,green
85,193,220,en,blue
73,49,227,en,blue
171,8,167,en,violet
223,128,38,en,orange
66,30,5,en,black
142,252,74,en,green
252,206,123,en,yellow
2,67,127,en,blue
64,51,142,en,purple
131,85,59,en,brown
108,21,29,en,brown
118,141,216,en,blue
26,145,204,en,blue
86,236,28,en,lime green
53,247,126,en,light green
2,134,189,en,blue
185,55,3,en,brick red
245,50,53,en,fire engine red
135,206,224,en,teal
146,167,150,en,gray green
171,239,101,en,light green
36,63,60,en,black
144,101,42,en,brown
164,6,254,en,bright purple
166,167,104,en,khaki green
117,168,75,en,green
251,122,246,en,neon pink
12,55,178,en,blue
212,207,47,en,verdigris
217,140,114,en,tan
26,41,116,en,navy blue
135,90,99,en,brown
230,166,203,en,blush pink
58,18,49,en,dark purple
46,146,89,en,leaf green
243,108,179,en,rusty pink
87,100,252,en,periwinkle blue
159,221,15,en,lime green
63,100,4,en,dark green
183,249,178,en,light teal
132,146,238,en,periwinkle
104,53,142,en,royal purple
189,59,196,en,light purple
114,100,164,en,dusty purple
173,73,123,en,maroon
7,76,25,en,jungle green
174,103,203,en,purple
186,184,223,en,slate purple
89,57,38,en,dark brown
237,77,232,en,magenta
89,231,75,en,lime green
80,32,5,en,brown
183,77,119,en,mauve
101,45,163,en,purple
30,165,221,en,aqua
70,241,141,en,sea foam green
166,232,73,en,lime green
184,146,83,en,tan
149,188,93,en,olive
253,184,91,en,pumpkin
22,130,65,en,evergreen
107,127,40,en,olive
240,239,69,en,lemon
238,30,40,en,red
19,175,130,en,teal
130,72,232,en,violet
130,22,45,en,maroon
182,63,185,en,raspberry
88,96,78,en,army green
150,92,28,en,light brown
233,28,122,en,fushia
47,54,96,en,slate gray
93,21,61,en,maroon
40,176,77,en,grass green
168,207,254,en,periwinkle
231,185,156,en,tan
72,146,150,en,te
197,63,0,en,rust
17,224,248,en,aqua
165,103,98,en,mauve
225,131,15,en,goldenrod
86,238,219,en,teal
53,32,117,en,blue
119,101,202,en,violet
253,236,136,en,yellow
102,217,40,en,lime
22,133,100,en,forest green
176,40,195,en,magenta
40,195,209,en,teal
103,62,233,en,royal blue
159,105,200,en,dark lavender
74,254,13,en,neon green
145,193,251,en,baby blue
211,207,25,en,dark yellow
243,203,243,en,pastel pink
25,81,74,en,dark green
207,113,9,en,orange
205,221,107,en,yellow
120,174,111,en,green
149,253,235,en,light blue
211,85,118,en,pink
63,252,188,en,aquamarine
75,88,142,en,blue
47,249,92,en,green
246,179,98,en,orange
10,143,16,en,green
163,162,25,en,yellow
227,140,208,en,pink
213,94,116,en,dark pink
248,75,209,en,hot pink
137,59,10,en,umber reddish brown
7,142,228,en,azure blue
97,161,116,en,mossy green
67,226,149,en,patina
80,17,177,en,royal purple
59,119,249,en,french blue
94,75,7,en,green brown
138,241,90,en,neon green lite ™
222,155,51,en,light orange
71,242,27,en,neon green
1,81,183,en,true blue
219,57,138,en,fuchsia
22,21,86,en,navy
83,117,166,en,blue jeans grey blue
254,139,237,en,bright pink
204,232,156,en,light green
147,37,171,en,magenta
74,89,107,en,dark blue grey
131,29,120,en,dark magenta
211,176,102,en,sand
40,179,207,en,aqua
188,186,71,en,lime green
196,71,46,en,rust orange
36,142,55,en,true green
244,230,84,en,light yellow
17,184,251,en,bright blue
16,215,207,en,aqua
63,8,62,en,plum purple
159,189,202,en,light blue grey
250,235,0,en,true yellow
93,129,27,en,camouflage green
193,24,215,en,magenta
153,197,58,en,kiwi green
168,187,244,en,periwinkle
108,8,91,en,purple
91,111,133,en,gray
252,72,44,en,orange
12,57,180,en,dark blue
84,252,127,en,neon green
169,186,5,en,yellow green
91,35,139,en,royal purple
60,156,227,en,light blue
92,132,231,en,medium blue
102,220,148,en,teal
48,33,66,en,midnight
242,209,50,en,yellow
255,0,221,en,purple
255,0,39,en,red
255,0,136,en,pink
255,107,0,en,orange
255,0,92,en,pink
255,138,0,en,saffron
120,39,0,en,brown
115,230,162,en,teal
143,159,102,en,salt
45,28,58,en,eggplant
195,56,102,en,magenta
24,124,171,en,sky blue
56,97,105,en,ocean blue
133,233,217,en,light teal
144,82,181,en,purple
10,193,52,en,green
199,25,187,en,purple
233,11,107,en,hot pink
134,184,151,en,sage
75,211,76,en,green
246,212,86,en,yellow
154,44,167,en,purple
133,87,28,en,sepia
151,179,62,en,avacado
17,182,148,en,turquoise
220,69,194,en,magenta
51,77,50,en,forest
246,35,50,en,cherry red
109,99,128,en,aubergine
42,126,131,en,teal
42,219,231,en,aqua
148,151,243,en,purple
109,104,93,en,brown
74,139,54,en,moss
233,75,82,en,cherry red
51,79,229,en,royal blue
225,199,250,en,lavendar
40,225,157,en,mint
189,96,50,en,sienna
172,219,67,en,chartreuse
206,183,194,en,mauve
153,106,176,en,purple
101,82,186,en,violet
115,31,71,en,bordeaux
8,46,236,en,royal blue
76,31,104,en,dark violet
211,250,31,en,chartreuse
76,51,55,en,chocolate
250,247,203,en,butter yelliw
226,115,136,en,carnation
18,144,224,en,blue
50,57,83,en,navy
154,47,50,en,cardinal
198,177,113,en,golden
58,71,123,en,blue
33,36,3,en,black
161,83,4,en,orange
22,116,189,en,blue
24,145,183,en,turquoise
222,116,135,en,pink
179,76,220,en,purple
235,221,192,en,beige
201,191,61,en,mustard
163,201,135,en,green
184,214,212,en,grey
155,0,96,en,fuchsia
105,0,255,en,violet
255,189,0,en,golden
255,0,149,en,fuchsia
255,79,0,en,vermillion
255,0,35,en,red
252,255,0,en,yellow
255,0,62,en,red
178,0,255,en,royal purple
255,0,199,en,fuchsia
255,0,235,en,magenta
255,158,0,en,golden
131,255,0,en,lime green
235,0,255,en,purple
215,255,0,en,chartreuse
87,0,255,en,royal
255,0,142,en,fuchsia
255,150,0,en,orange
255,111,0,en,pumpkin orange
255,219,0,en,yellow
141,255,0,en,chartreuse
255,0,96,en,bright pink
239,193,28,en,goldenrod
172,169,33,en,chartreuse
14,196,193,en,teal
93,146,192,en,denim
152,133,211,en,lavender
130,172,146,en,sage
146,60,175,en,violet
132,47,125,en,fuscia
247,239,67,en,true yellow
190,211,220,en,periwinkle
26,42,138,en,navy
102,151,0,en,moss
149,223,103,en,lime
160,253,168,en,mint
119,231,18,en,veridian
190,113,206,en,violet
231,110,47,en,burnt orange
102,79,100,en,hawthorne
12,211,104,en,true hreen
149,139,49,en,khaki
81,98,155,en,slate blue
45,34,87,en,indigo
166,114,7,en,taupe
13,111,84,en,jade
170,99,96,en,dusty rose
130,54,86,en,mulberry
7,82,217,en,royal blue
112,55,31,en,burnt umber
238,156,26,en,yellow orange
223,97,33,en,burnt orange
85,74,5,en,brown
187,97,124,en,mauve
7,69,102,en,dark turquiose
150,212,33,en,neon green
